,Site - Sales Organization (Code),Site - Sales Organization (Text),Site No,Site Name,EDI Number,Street Name,Town,State,Post Code,Store Mgr,Telephone,Fax Number,Store opened,Liquor License,Address,Location,Point
578,1005,Woolworths Smkt,2726,Cooloola,9300633027261,"Cnr Nautilus and Queen Elizabeth Dr,",Cooloola,Queensland,4580,Noel Marshall,07 5401 4100,,06.07.2009,,"Cnr Nautilus and Queen Elizabeth Dr,, Cooloola, Queensland 4580 Australia","Nautilus Dr & Queen Elizabeth Dr, Cooloola Cove, Queensland, 4580","(-25.97023998199508, 152.98699003317716, 0.0)"
579,1005,Woolworths Smkt,2727,Ormeau Supermarket,9300633027278,19-21 Peachey Rd,Ormeau,Queensland,4208,,07 5549 6400,,10.12.2014,,"19-21 Peachey Rd, Ormeau, Queensland 4208 Australia","21 Peachey Rd, Ormeau, Gold Coast, Queensland, 4208","(-27.786040081542936, 153.25198465644007, 0.0)"
580,1005,Woolworths Smkt,2732,Camp Hill,9300633027322,"Cnr Ara and Thomas Street,",Camp Hill,Queensland,4152,Hazel Jackson,07 3648 4324,,08.03.2003,,"Cnr Ara and Thomas Street,, Camp Hill, Queensland 4152 Australia","Ara St & Thomas St, Camp Hill, Brisbane, Queensland, 4152","(-27.50184000353415, 153.07750000296045, 0.0)"
581,1005,Woolworths Smkt,2741,Townsville City Arcade(QRX),9300633027414,393-399 Flinders St,Townsville,Queensland,4810,Donna King,07 4755 3854,,06.12.2016,,"393-399 Flinders St, Townsville, Queensland 4810 Australia","393 Flinders St, Townsville City, Townsville, Queensland, 4810","(-19.26063495188049, 146.8156681427805, 0.0)"
582,1005,Woolworths Smkt,2742,Springfield,9300633027421,1 Main Street Springfield Central,Springfield Lakes,Queensland,4300,Gavin McMillan,07 3819 7132,,15.03.2007,,"1 Main Street Springfield Central, Springfield Lakes, Queensland 4300 Australia","1 Main St, Springfield Central, Brisbane, Queensland, 4300","(-27.677924427053853, 152.90194665682594, 0.0)"
583,1005,Woolworths Smkt,2744,Morayfield,9300633027445,165-175 Morayfield Road,Morayfield,Queensland,4506,Vivienne  Schreiber,07 5420 3005,,15.08.2001,,"165-175 Morayfield Road, Morayfield, Queensland 4506 Australia","165 Morayfield Rd, Morayfield, Caboolture, Queensland, 4506","(-27.102663177067985, 152.94830431040518, 0.0)"
584,1005,Woolworths Smkt,2745,Goodna,9300633027452,8 Smiths Rd,Goodna,Queensland,4300,Mark Bettess,07 3819 7135,,24.09.2001,,"8 Smiths Rd, Goodna, Queensland 4300 Australia","8 Smiths Rd, Goodna, Brisbane, Queensland, 4300","(-27.609476598856784, 152.89802210916528, 0.0)"
585,1005,Woolworths Smkt,2749,The Strand at Coolangatta SM,9300633027490,"Level 1, 72-80 Marine Parade",Coolangatta,Queensland,4225,,07 5507 3477,,26.02.2013,,"Level 1, 72-80 Marine Parade, Coolangatta, Queensland 4225 Australia","72-80 Marine Pde, Unit 1, Coolangatta, Gold Coast, Queensland, 4225","(-28.16794511311126, 153.53849512224014, 0.0)"
586,1005,Woolworths Smkt,2750,Redcliffe,9300633027506,"Cnr Anzac Avenue and Sutton Street,",Redcliffe,Queensland,4020,Wendy Johnstone,07 3491 2232,,05.09.2008,,"Cnr Anzac Avenue and Sutton Street,, Redcliffe, Queensland 4020 Australia","Anzac Ave & Sutton St, Redcliffe, Brisbane, Queensland, 4020","(-27.231050006687198, 153.11568996548453, 0.0)"
587,1005,Woolworths Smkt,2751,Cannon Hill Supermarket,9300633027513,1145 Wynnum Road,Cannon Hill,Queensland,4170,Anthony Scholz,07 3648 4327,,04.04.2007,,"1145 Wynnum Road, Cannon Hill, Queensland 4170 Australia","1145 Wynnum Rd, Cannon Hill, Brisbane, Queensland, 4170","(-27.471094595953403, 153.09961205027048, 0.0)"
588,1005,Woolworths Smkt,2752,Kallangur Fair,9300633027520,1473 Anzac Avenue,Kallangur,Queensland,4503,Peter Bopf,07 3491 2235,,04.09.2001,,"1473 Anzac Avenue, Kallangur, Queensland 4503 Australia","1473 Anzac Av, Kallangur, Brisbane, Queensland, 4503","(-27.250003166147508, 152.99863920221043, 0.0)"
589,1005,Woolworths Smkt,2755,Rochedale CFC,9300633027551,11 Interchange Place,Rochedale,Queensland,4123,,07 3648 4416,,29.06.2022,,"11 Interchange Place, Rochedale, Queensland 4123 Australia","11 Interchange Pl, Rochedale, Queensland, 4123","(-27.54759350211713, 153.11894574813493, 0.0)"
590,1005,Woolworths Smkt,2756,Noosaville,9300633027568,"Cnr Gibson Road and Mary Street,",Noosaville,Queensland,4566,Michael Lunn,07 5343 2113,,30.07.2001,,"Cnr Gibson Road and Mary Street,, Noosaville, Queensland 4566 Australia","Gibson Rd & Mary St, Noosaville, Sunshine Coast, Queensland, 4566","(-26.4006649802442, 153.06616000042584, 0.0)"
591,1005,Woolworths Smkt,2759,Harbourtown,9300633027599,"Cnr Oxley Drive and Gold Coast Hwy,",Biggera Waters,Queensland,4216,Dayle Wagner,07 5558 3249,,02.09.2001,,"Cnr Oxley Drive and Gold Coast Hwy,, Biggera Waters, Queensland 4216 Australia","Oxley Dr & Gold Coast Hwy, Biggera Waters, Gold Coast, Queensland, 4216","(-27.934400019205363, 153.39036996168568, 0.0)"
592,1005,Woolworths Smkt,2760,Victoria Point,9300633027605,2-34 Bunker Rd,Victoria Point,Queensland,4165,Dean Howie,07 3383 4114,,24.09.2001,,"2-34 Bunker Rd, Victoria Point, Queensland 4165 Australia","2-34 Bunker Rd, Victoria Point, Brisbane, Queensland, 4165","(-27.58785304035426, 153.2809221713249, 0.0)"
593,1005,Woolworths Smkt,2762,Sunnybank Hills,9300633027629,"Cnr Calam and Compton Roads,",Sunnybank Hills,Queensland,4109,Rod Clarke,07 3648 4330,,27.08.2001,,"Cnr Calam and Compton Roads,, Sunnybank Hills, Queensland 4109 Australia","Calam Rd & Compton Rd, Sunnybank Hills, Brisbane, Queensland, 4109","(-27.611349987616457, 153.05426000294005, 0.0)"
594,1005,Woolworths Smkt,2763,Maroochydore Big Top,9300633027636,Cnr Ocean Street and Horton Parade,Maroochydore,Queensland,4558,Trevor Rice,07 5477 4824,,14.08.2001,,"Cnr Ocean Street and Horton Parade, Maroochydore, Queensland 4558 Australia","Ocean St & Horton Pde, Maroochydore, Sunshine Coast, Queensland, 4558","(-26.652720019525255, 153.08968997238657, 0.0)"
595,1005,Woolworths Smkt,2764,Nerang,9300633027643,7-27 Cayuga St,Nerang,Queensland,4211,Edouard Savy,07 5558 3252,,01.10.2001,,"7-27 Cayuga St, Nerang, Queensland 4211 Australia","7-27 Cayuga St, Nerang, Gold Coast, Queensland, 4211","(-28.000106135383298, 153.33850098463637, 0.0)"
596,1005,Woolworths Smkt,2765,Parkhurst (QRX),9300633027650,810 Yaamba Road,Parkhurst,Queensland,4702,,07 4936 5200,,15.11.2016,,"810 Yaamba Road, Parkhurst, Queensland 4702 Australia","810 Yaamba Rd, Parkhurst, Rockhampton, Queensland, 4702","(-23.305187087182503, 150.51485799742625, 0.0)"
597,1005,Woolworths Smkt,2766,Carseldine,9300633027667,"Cnr Gympie and Beams Roads,",Carseldine,Queensland,4034,Kerryn Bullpitt,07 3648 4387,,02.03.2009,,"Cnr Gympie and Beams Roads,, Carseldine, Queensland 4034 Australia","Gympie Rd & Beams Rd, Carseldine, Brisbane, Queensland, 4034","(-27.345850019411117, 153.01237001689725, 0.0)"
598,1005,Woolworths Smkt,2767,Dalby,9300633027674,Lot 70 Marble Street,Dalby,Queensland,4405,John Sayers,07 4613 2842,,08.10.2001,,"Lot 70 Marble Street, Dalby, Queensland 4405 Australia","70 Marble St, Dalby, Queensland, 4405","(-27.184000132833365, 151.26494959752674, 0.0)"
599,1005,Woolworths Smkt,2769,Mossman (QRX),9300633027698,63 Front Street,Mossman,Queensland,4873,,07 4084 3028,,02.04.2014,,"63 Front Street, Mossman, Queensland 4873 Australia","63 Front St, Mossman, Queensland, 4873","(-16.46530636887313, 145.37252008233804, 0.0)"
600,1005,Woolworths Smkt,2770,Capalaba Park,9300633027704,Cnr Redland Bay and Mount Cotton Road,Capalaba,Queensland,4157,Dominic Granzotto,07 3648 4333,,07.12.2007,,"Cnr Redland Bay and Mount Cotton Road, Capalaba, Queensland 4157 Australia","Redland Bay Rd & Mount Cotton Rd, Capalaba, Brisbane, Queensland, 4157","(-27.521400012784355, 153.19025001171525, 0.0)"
601,1005,Woolworths Smkt,2781,Northern Zone Divinex,9300633027810,70 Distribution Street,Larapinta,Queensland,4110,,,, ,,"70 Distribution Street, Larapinta, Queensland 4110 Australia","70 Distribution St, Larapinta, Brisbane, Queensland, 4110","(-27.645848518072555, 153.00603924924786, 0.0)"
602,1005,Woolworths Smkt,2782,Ballina River St,9300633027827,82-96 River St,Ballina,New South Wales,2478,,02 6618 8610,,02.09.2013,,"82-96 River St, Ballina, New South Wales 2478 Australia","82-96 River St, Ballina, New South Wales, 2478","(-28.87155395879948, 153.5615083079606, 0.0)"
603,1005,Woolworths Smkt,2785,North Shore (QRX),9300633027858,20-38 Main St Burdell,Burdell,Queensland,4818,Jeffrey Ralph,07 4755 3840,,23.03.2011,,"20-38 Main St Burdell, Burdell, Queensland 4818 Australia","38 Main St, Unit 20, Burdell, Townsville, Queensland, 4818","(-19.253778177897345, 146.6999852222856, 0.0)"
604,1005,Woolworths Smkt,2797,Toowoomba Grand Central,9300633027971,Cnr Margaret and Dent Street,Toowoomba,Queensland,4350,Angela Biro,07 4613 2827,,29.03.2017,,"Cnr Margaret and Dent Street, Toowoomba, Queensland 4350 Australia","Margaret St & Dent St, Toowoomba City, Toowoomba, Queensland, 4350","(-27.56064999269352, 151.95045002361314, 0.0)"
605,1005,Woolworths Smkt,2824,Richlands,9300633028244,Cnr Old Progress and Archerfield Rds,Richlands,Queensland,4077,Steven Teague,07 3648 4339,,08.11.2010,,"Cnr Old Progress and Archerfield Rds, Richlands, Queensland 4077 Australia","Old Progress Rd & Archerfield Rd, Richlands, Brisbane, Queensland, 4077","(-27.5953900057801, 152.95964499607663, 0.0)"
606,1005,Woolworths Smkt,2829,Central Lakes(Caboolture Nth),9300633028299,"Cnr Pettigrew and Mckean St,",Caboolture,Queensland,4510,Manager TBA,07 5420 3008,,01.11.2010,,"Cnr Pettigrew and Mckean St,, Caboolture, Queensland 4510 Australia","Pettigrew St & McKean St, Caboolture, Queensland, 4510","(-27.07957998480628, 152.965749997164, 0.0)"
607,1005,Woolworths Smkt,2842,Oxley,9300633028428,133 Oxley Station Rd,Oxley,Queensland,4075,,07 3648 4393,,17.07.2013,,"133 Oxley Station Rd, Oxley, Queensland 4075 Australia","133 Oxley Station Rd, Oxley, Brisbane, Queensland, 4075","(-27.553796992722983, 152.97462336704626, 0.0)"
608,1005,Woolworths Smkt,2843,Marsden 5th Avenue,9300633028435,"Browns Plains Rd and Fifth Avenue,",Marsden,Queensland,4132,,07 3826 2541,,17.02.2015,,"Browns Plains Rd and Fifth Avenue,, Marsden, Queensland 4132 Australia","Browns Plains Rd & Fifth Ave, Marsden, Brisbane, Queensland, 4132","(-27.678040013498645, 153.08056995881748, 0.0)"
609,1005,Woolworths Smkt,2848,Holmview,9300633028480,"Cnr Logan River and Gardiner Roads,",Holmview,Queensland,4207,Aaron Walker,07 3826 2535,,16.05.2011,,"Cnr Logan River and Gardiner Roads,, Holmview, Queensland 4207 Australia","Logan River Rd & Gardiner Rd, Edens Landing, Brisbane, Queensland, 4207","(-27.709260004437184, 153.16094997951808, 0.0)"
610,1005,Woolworths Smkt,2853,Rural View Mackay (QRX),9300633028534,"Cnr Mackay Bucasia and Elmeo Rds,",Rural View,Queensland,4740,,07 4898 7113,,23.11.2011,,"Cnr Mackay Bucasia and Elmeo Rds,, Rural View, Queensland 4740 Australia","Mackay Bucasia Rd & Eimeo Rd, Rural View, Mackay, Queensland, 4740","(-21.063210000779108, 149.15788503790176, 0.0)"
611,1005,Woolworths Smkt,2854,Pelican Waters,9300633028541,44 Pelican Waters Boulevard,Pelican Waters,Queensland,4551,,07 5390 2859,,31.08.2011,,"44 Pelican Waters Boulevard, Pelican Waters, Queensland 4551 Australia","44 Pelican Waters Bvd, Pelican Waters, Sunshine Coast, Queensland, 4551","(-26.833654757045977, 153.1084781759924, 0.0)"
612,1005,Woolworths Smkt,2856,QLD S/m Division Income / Expenses,9300633028565,Fox Street,Acacia Ridge,Queensland,4110,,07 3213 4111,, ,,"Fox Street, Acacia Ridge, Queensland 4110 Australia","Fox Rd, Acacia Ridge, Brisbane, Queensland, 4110","(-27.589292335374104, 153.03377780465544, 0.0)"
613,1005,Woolworths Smkt,2859,Annerley,9300633028596,504 Ipswich Road,Annerley,Queensland,4103,,07 3513 4402,,27.11.2013,,"504 Ipswich Road, Annerley, Queensland 4103 Australia","504 Ipswich Rd, Annerley, Brisbane, Queensland, 4103","(-27.511513977084086, 153.03260443407697, 0.0)"
614,1005,Woolworths Smkt,2864,Brookwater,9300633028640,2 Tournament Dr,Brookwater,Queensland,4300,,07 3819 7138,,06.02.2013,,"2 Tournament Dr, Brookwater, Queensland 4300 Australia","2 Tournament Dr, Brookwater, Brisbane, Queensland, 4300","(-27.66352691578843, 152.8914480716416, 0.0)"
615,1005,Woolworths Smkt,2865,South City Square Woolloongabba SM,9300633028657,"Cnr Logan Rd and Deshon St,",Woolloongabba,Queensland,4102,,07 3513 4464,,03.02.2022,,"Cnr Logan Rd and Deshon St,, Woolloongabba, Queensland 4102 Australia","Logan Rd & Deshon St, Woolloongabba, Brisbane, Queensland, 4102","(-27.49176001059439, 153.04067000422657, 0.0)"
616,1005,Woolworths Smkt,2866,Bannockburn Village SM (QLD),9300633028664,1 Bannockburn Road,Bannockburn,Queensland,4207,,07 3826 2555,,29.09.2021,,"1 Bannockburn Road, Bannockburn, Queensland 4207 Australia","1 Bannockburn Rd, Bannockburn, Brisbane, Queensland, 4207","(-27.75373957946605, 153.1876787790971, 0.0)"
617,1005,Woolworths Smkt,2867,Redbank Plains Mountview,9300633028671,171-193 School Rd,Redbank Plains,Queensland,4301,,07 3819 7147,,22.06.2022,,"171-193 School Rd, Redbank Plains, Queensland 4301 Australia","171-193 School Rd, Redbank Plains, Queensland, 4301","(-27.66339179950924, 152.84940369094227, 0.0)"
618,1005,Woolworths Smkt,2883,Mount Sheridan (QRX),9300633028831,106 Barnard Drive,Mt Sheridan,Queensland,4868,,07 4058 5371,,05.09.2012,,"106 Barnard Drive, Mt Sheridan, Queensland 4868 Australia","106 Barnard Dr, Mount Sheridan, Cairns, Queensland, 4868","(-16.990334534547443, 145.7404849611877, 0.0)"
619,1005,Woolworths Smkt,2887,Carrara,9300633028879,54 Manchester Rd,Carrara,Queensland,4209,John Sayers,07 5558 3255,,21.09.2011,,"54 Manchester Rd, Carrara, Queensland 4209 Australia","54 Manchester Rd, Carrara, Gold Coast, Queensland, 4211","(-28.029064563116556, 153.3868419348201, 0.0)"
620,1005,Woolworths Smkt,2890,Kirkwood QRX,9300633028909,550 Kirkwood Rd,Kirkwood,Queensland,4680,,07 4977 7941,,18.04.2012,,"550 Kirkwood Rd, Kirkwood, Queensland 4680 Australia","550 Kirkwood Rd, Kirkwood, Gladstone, Queensland, 4680","(-23.89621917805458, 151.24552207591267, 0.0)"
621,1005,Woolworths Smkt,2894,Coorparoo,9300633028947,19-41 Harries Road,Coorparoo,Queensland,4151,,07 3012 3344,,02.05.2012,,"19-41 Harries Road, Coorparoo, Queensland 4151 Australia","41 Harries Rd, Coorparoo, Brisbane, Queensland, 4151","(-27.493784910763516, 153.05717464213126, 0.0)"
622,1005,Woolworths Smkt,2898,Wynnum Central,9300633028985,145 Florence Street,Wynnum,Queensland,4178,,07 3513 4416,,24.05.2016,,"145 Florence Street, Wynnum, Queensland 4178 Australia","145 Florence St, Wynnum, Brisbane, Queensland, 4178","(-27.444606524633528, 153.1715421067418, 0.0)"
623,1005,Woolworths Smkt,2939,Ooralea (QRX),9300633029395,"Cnr Broadsound and Boundary Rds,",South Mackay,Queensland,4740,Dennis Elstob,07 4898 7116,,20.06.2012,,"Cnr Broadsound and Boundary Rds,, South Mackay, Queensland 4740 Australia","Broadsound Rd & Boundary Rd, Ooralea, Mackay, Queensland, 4740","(-21.174259991931848, 149.15236002260463, 0.0)"
624,1005,Woolworths Smkt,2941,Goonellabah,9300633029418,2 Simeoni Drive,Goonellabah,New South Wales,2480,Ben Gordon,02 6623 6010,,01.08.2012,,"2 Simeoni Drive, Goonellabah, New South Wales 2480 Australia","2 Simeoni Dr, Goonellabah, Lismore, New South Wales, 2480","(-28.822425067807742, 153.32784901062394, 0.0)"
625,1005,Woolworths Smkt,2945,Reedy Creek,9300633029456,Cnr Kingsmore Blvd and Old Coach Road,Reedy Creek,Queensland,4227,Luke Peters,07 5507 3474,,30.11.2011,,"Cnr Kingsmore Blvd and Old Coach Road, Reedy Creek, Queensland 4227 Australia","Kingsmore Blvd & Old Coach Rd, Reedy Creek, Gold Coast, Queensland, 4227","(-28.107059995227985, 153.4055049966115, 0.0)"
626,1005,Woolworths Smkt,2951,Airlie Beach (QRX),9300633029517,Cnr Shute Harbour Rd and Waterson Way,Airlie Beach,Queensland,4802,Darren Rusk,07 4967 5705,,26.03.2014,,"Cnr Shute Harbour Rd and Waterson Way, Airlie Beach, Queensland 4802 Australia","Shute Harbour Rd & Waterson Way, Airlie Beach, Queensland, 4802","(-20.26927998767667, 148.71984996307634, 0.0)"
627,1005,Woolworths Smkt,3002,Cowes,9300633030025,117-133 Thompson Ave,Cowes,Victoria,3922,NICHOLAS CAROLEO,03 5951 4200,,16.11.2011,,"117-133 Thompson Ave, Cowes, Victoria 3922 Australia","133 Thompson Av, Cowes, Victoria, 3922","(-38.45360120686404, 145.23925000114332, 0.0)"
628,1005,Woolworths Smkt,3004,Emerald (VIC),9300633030049,383-385 Belgrave-Gambrook Road,Emerald,Victoria,3782,WayneW Fisher,03 5949 4303,,26.10.2011,,"383-385 Belgrave-Gambrook Road, Emerald, Victoria 3782 Australia","383-385 Belgrave-Gembrook Rd, Emerald, Melbourne, Victoria, 3782","(-37.927835978534, 145.44538145207122, 0.0)"
629,1005,Woolworths Smkt,3007,Marriott Waters SM,9300633030070,"Cnr Marriott Blvd and Thompsons Rd,",Lyndhurst,Victoria,3975,,03 8793 3374,,06.02.2013,,"Cnr Marriott Blvd and Thompsons Rd,, Lyndhurst, Victoria 3975 Australia","Marriot Blvd & Thompsons Rd, Lyndhurst, Melbourne, Victoria, 3975","(-38.07893000919322, 145.2510499606147, 0.0)"
630,1005,Woolworths Smkt,3034,The Avenue,9300633030346,1585 THOMPSON ROAD,CRANBOURNE NORTH,Victoria,3977,,03 8793 3379,,19.06.2013,,"1585 THOMPSON ROAD, CRANBOURNE NORTH, Victoria 3977 Australia","1585 Thompsons Rd, Cranbourne East, Melbourne, Victoria, 3977","(-38.08743408420174, 145.31797483767988, 0.0)"
631,1005,Woolworths Smkt,3053,White Box Rise SM,9300633030537,Cnr Victoria Cross Pd and Kelliher Ave,Wodonga,Victoria,3690,MICHAEL DONOVAN,02 6022 2604,,07.12.2011,,"Cnr Victoria Cross Pd and Kelliher Ave, Wodonga, Victoria 3690 Australia","Victoria Cross Pde & Kelliher Ave, Wodonga, Victoria, 3690","(-36.13926499436575, 146.8917050384412, 0.0)"
632,1005,Woolworths Smkt,3054,Watergardens South SM,9300633030544,399 Melton Highway,Sydenham,Victoria,3037,Paul Kyriazis,03 8361 4704,,11.04.2007,,"399 Melton Highway, Sydenham, Victoria 3037 Australia","399 Melton Hwy, Taylors Lakes, Melbourne, Victoria, 3038","(-37.696395035691744, 144.77534921130882, 0.0)"
633,1005,Woolworths Smkt,3055,Plenty Valley,9300633030551,Cnr Mcdonalds Road and Civic Drive,South Morang,Victoria,3752,Ray Kell,03 8432 5256,,22.05.2008,,"Cnr Mcdonalds Road and Civic Drive, South Morang, Victoria 3752 Australia","McDonalds Rd & Civic Dr, South Morang, Melbourne, Victoria, 3752","(-37.64868000412764, 145.06617996146258, 0.0)"
634,1005,Woolworths Smkt,3058,Koo Wee Rup,9300633030582,25-65 Station Street,Koo Wee Rup,Victoria,3981,Brendan Notman,03 5945 8000,,12.10.2011,,"25-65 Station Street, Koo Wee Rup, Victoria 3981 Australia","25 Station St, Koo Wee Rup, Victoria, 3981","(-38.19876239085512, 145.48840316268075, 0.0)"
635,1005,Woolworths Smkt,3060,Burwood Brickworks SM,9300633030605,70 Middleborough Road,Burwood East,Victoria,3151,,03 9624 6292,,06.12.2019,,"70 Middleborough Road, Burwood East, Victoria 3151 Australia","70 Middleborough Rd, Burwood East, Melbourne, Victoria, 3151","(-37.84875997241994, 145.1340912306374, 0.0)"
636,1005,Woolworths Smkt,3061,Tarneit Gardens,9300633030612,747 Tarneit Rd,TARNEIT GARDENS,Victoria,3029,Barbara Grasso,03 8734 3622,,04.12.2013,,"747 Tarneit Rd, TARNEIT GARDENS, Victoria 3029 Australia","747 Tarneit Rd, Tarneit, Melbourne, Victoria, 3029","(-37.83996526051311, 144.67301069976435, 0.0)"
637,1005,Woolworths Smkt,3062,Williams landing,9300633030629,100 Overton Rd,WILLIAMS LANDING,Victoria,3027,,03 8347 6654,,02.12.2014,,"100 Overton Rd, WILLIAMS LANDING, Victoria 3027 Australia","100 Overton Rd, Williams Landing, Melbourne, Victoria, 3027","(-37.8670647078506, 144.74404774827138, 0.0)"
638,1005,Woolworths Smkt,3063,Craigieburn Town Centre,9300633030636,"CNR CRAIGIEBURN RD AND AITKEN BLVD,",CRAIGIEBURN,Victoria,3064,,03 8339 9911,,31.10.2013,,"CNR CRAIGIEBURN RD AND AITKEN BLVD,, CRAIGIEBURN, Victoria 3064 Australia","Craigieburn Rd & Aitken Blvd, Craigieburn, Melbourne, Victoria, 3064","(-37.593929999318874, 144.9100599740213, 0.0)"
639,1005,Woolworths Smkt,3066,Lucas SM,9300633030667,CNR DYSON AND REMEMBRANCE DRV,ALFREDTON,Victoria,3350,,03 4313 5322,,09.07.2013,,"CNR DYSON AND REMEMBRANCE DRV, ALFREDTON, Victoria 3350 Australia","Dyson Dr & Remembrance Dr, Alfredton, Ballarat, Victoria, 3350","(-37.542340013916764, 143.78731996928684, 0.0)"
640,1005,Woolworths Smkt,3072,Dennington,9300633030728,"Cnr Raglan Pde and Russell Street,",Dennington,Victoria,3280,,03 5559 8606,,23.08.2012,,"Cnr Raglan Pde and Russell Street,, Dennington, Victoria 3280 Australia","Raglan Pde & Russell St, Dennington, Warrnambool, Victoria, 3280","(-38.35850000770693, 142.44588999191575, 0.0)"
